Time [s]	Sensor 1: BME280 @I2C [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: OPUS20 @LAN [°C]
1521.18	24.75198015352362	53.3125	24.9375	24.875	25.082509994506836
1525.03	24.75198015352362	53.375	24.9375	24.875	25.082509994506836
1528.88	24.736588216223755	53.375	25.0	24.875	25.082509994506836
1532.76	24.721196281543236	53.375	25.0	24.875	25.082509994506836
1536.57	24.716065637231804	53.4375	25.0	24.875	25.082509994506836
1540.39	24.726326926145703	53.4375	25.0	24.875	25.082509994506836
1544.25	24.721196281543236	53.5	25.0	24.875	25.082509994506836
1548.09	24.74684950746596	53.5625	25.0	24.875	25.082509994506836
1551.94	24.741718861699336	53.5625	25.0	24.9375	25.082509994506836
1555.75	24.736588216223755	53.625	25.0	24.9375	25.082509994506836
1559.61	24.726326926145703	53.625	25.0	24.9375	25.082509994506836
1563.51	24.721196281543236	53.6875	25.0	24.9375	25.082509994506836
1567.37	24.736588216223755	53.6875	25.0	24.9375	25.082509994506836
1571.21	24.757110799872315	53.75	25.0	24.9375	25.082509994506836
1575.03	24.77763338817749	53.75	25.0625	24.9375	25.093887329101562
1578.88	24.74684950746596	53.75	25.0	24.9375	25.093887329101562
1582.72	24.74684950746596	53.8125	25.0625	24.9375	25.093887329101562
1586.6	24.75198015352362	53.8125	25.0	24.9375	25.093887329101562
1590.39	24.741718861699336	53.8125	25.0	24.9375	25.093887329101562
1594.25	24.74684950746596	53.875	25.0	24.9375	25.093887329101562
1598.15	24.74684950746596	53.875	25.0	24.9375	25.093887329101562
1602.02	24.762241446512053	53.9375	25.0	24.9375	25.093887329101562
1605.92	24.767372093442827	53.9375	25.0	24.9375	25.093887329101562
1609.77	24.762241446512053	53.9375	25.0	24.9375	25.093887329101562
1613.6	24.741718861699336	54.0	25.0	24.9375	25.093887329101562
1617.51	24.75198015352362	54.0	25.0625	25.0	25.093887329101562
1621.37	24.767372093442827	54.0	25.0	24.9375	25.093887329101562
